( $W$ ) - $N$ - $W$ - $N$ - $W$ $W$	Chemical	4
$W$ - $W$ ( $W$ $W$ ) $W$	GENE	4
$N$ ( $N$ ) - $W$	Chemical	4
$W$ - $W$$N$$W$$N$	Chemical	4
$W$$N$$W$$N$ _ $W$$N$	GENE	4
$N$ , $N$ , $N$ , $N$ - $W$ - $N$ - $W$	Chemical	4
$W$ $W$ - $W$ - $W$	Chemical	4
[ () $W$ ] - $W$ $W$	Chemical	4
$W$ - $W$ $N$ ) - $W$ $N$	GENE	4
$W$ ( $W$ ) $W$	4
$W$ $W$ $W$ ( $W$ ) $N$	GENE	4
$N$ , $N$ - $W$	4
$W$ ( $N$ , $N$ - $W$ - $N$ - $W$ ) $W$	Chemical	4
$W$$N$$W$$N$ - $W$	GENE	4
$W$ ( $W$ ) $W$ $W$	Chemical	4
$N$ - $W$ - $W$ - $N$ - $W$	Chemical	4
$N$ - $W$ - $W$ - $N$ - $W$ - $W$	Chemical	4
$N$$W$ - $N$ , $N$ , $N$ - , $N$$W$ - $N$ , $N$ , $N$ - , $N$$W$ - $N$ , $N$ , $N$ - $W$ $N$$W$ - $N$ , $N$ , $N$ - $W$	Chemical	4
$W$ ( $W$ ) $W$ ( $W$ )	Chemical	4
$N$ - ( $W$ ) $W$ $W$	Chemical	4
$W$ ' $W$	Chemical	4
$W$$N$$W$$N$ $W$ - $W$	GENE	4
$W$ $W$ ( $N$ --> $N$ ) $W$	Chemical	4
$W$ - $W$ ( $W$ ) $N$	Chemical	4
( $W$ ) - $W$ $W$	Chemical	4
$W$ $N$$W$ - $W$	GENE	4
( $N$ ) $W$$N$	Chemical	4
[ ( $N$ ) $W$ ] $W$$N$$W$	Chemical	4
$W$ ' - $W$	GENE	4
$W$ ( $N$ ) - $W$ - $W$	Chemical	4
$N$ , $N$ - $W$ $W$ $W$ $W$	Chemical	4
$W$ $W$ , $W$ , $W$ $W$	Chemical	4
$N$ - $W$$N$ - $W$	GENE	4
$W$$N$ $N$$W$	GENE	4
$N$ - $W$ - $N$ ' , $N$ ' - $W$	Chemical	4
$W$$N$ ( + / + )	GENE	4
$W$$N$ / $N$ / $N$	GENE	4
< $W$ > $W$ < / $W$ > - $W$ ( $W$ ) < $W$ > $N$ < / $W$ > $W$ < $W$ > * - < / $W$ >	Chemical	4
$W$ ( $W$ ) $N$ - $W$ - $W$ ( $W$ ) $W$	Chemical	4
$W$ - $W$ ( $W$ )	Chemical	4
( $N$ ) $W$ ( $N$ + )	Chemical	4
$W$ ( $W$ $W$ - $W$ - $W$ $W$ )	Chemical	4
$N$ - $W$ - $N$ , $N$ , $N$ - $W$	Chemical	4
$W$ $W$ - $N$	4
$W$ ( $W$ ) $W$ ( $N$ - $W$ ) $W$	Chemical	4
$N$$W$ - $N$ , $N$ , $N$ - $W$ - $N$ - $W$	Chemical	4
$W$ - $W$ - $W$ $W$ $W$	Chemical	4
( $W$ ( $N$ . $N$ ) $W$ ( $N$ . $N$ ) ) $W$	Chemical	4
( $W$ ) - $W$ - $W$ - $W$ - $W$	Chemical	4
$W$ $N$ $W$ $N$ * $W$ $W$	GENE	4
( $N$$W$ ) - $W$ - $N$	Chemical	4
$W$ ( * )	Chemical	4
$W$$N$ + $W$	Chemical	4
$W$ $N$ . $N$	GENE	3
$N$ - $N$ - $N$	Chemical	3
$W$ $W$$N$ - $W$$N$	GENE	3
$W$ $W$ *	GENE	3
$N$ - $W$ - $W$ - $W$ - $N$ - $W$	Chemical	3
$W$$N$ - $W$ $W$ $W$ $N$	GENE	3
[ $W$ - $N$$W$ ] $W$	Chemical	3
$W$ - $N$$W$ $W$	Chemical	3
$W$ $W$ $W$ $W$ $W$ . $W$	GENE	3
$W$ $W$ $W$ $W$ $N$ $W$ $W$	GENE	3
$W$ - $W$ ( $W$ )	GENE	3
$N$$W$ - $W$$N$	GENE	3
$W$ $W$$N$ ( $W$ ) $W$	GENE	3
$W$ $W$ - $W$ $W$ - $N$	GENE	3
$W$ $W$ ( $W$ ) $N$	GENE	3
$W$$N$ , $N$	GENE	3
$W$ : $W$ $W$	GENE	3
$N$ $W$ $W$ $W$ $N$ ( $W$$N$ )	GENE	3
$W$ - $W$ $W$$N$ - $W$ $W$	GENE	3
$W$ $W$ / $W$ $W$ $W$	GENE	3
$W$ $W$ - $W$ $W$ $W$ $W$ $W$	GENE	3
$W$ ; $W$ ; $N$	GENE	3
$W$ - $W$ $W$$N$$W$	GENE	3
$W$$N$ - $N$$W$ $W$	GENE	3
$N$ - $W$ - $W$ $W$$N$ $W$	Chemical	3
$N$ - $W$ $W$ $W$ $W$ $W$ $W$$N$	GENE	3
$W$ - $N$ $W$ - $N$ $W$	GENE	3
$W$ - $N$ $W$ - $W$	GENE	3
$W$ - $W$ $W$ - $W$ $W$ $W$ $W$	GENE	3
$N$$W$ - $W$ $W$	GENE	3
$N$ . $N$$W$ $W$	GENE	3
$W$$N$$W$ - $N$ $W$ $W$	GENE	3
$W$$N$$W$ - $N$ $W$	GENE	3
$W$ $W$ - $W$ - $N$ $W$	GENE	3
$W$ $N$$W$ $W$ $W$	GENE	3
$W$ - $W$ $W$ $W$ $W$$N$	GENE	3
$W$ $W$ - $W$ $W$ $N$ $W$	GENE	3
$W$ - $N$ / $N$ $W$	GENE	3
$W$ . $W$ $W$$N$ $W$ $W$	GENE	3
$N$$W$ $W$ $W$ $W$ $W$	GENE	3
$W$ $W$ $N$ , $N$ - $W$	GENE	3
$W$ *	GENE	3
$W$ - $W$ $W$ $W$ $W$ - $W$	GENE	3
$W$ $N$ ' - $W$ $W$	GENE	3
$N$ $W$ $W$ $W$	Chemical	3
[ $N$$W$ ]	Chemical	3
$W$ - $N$ ' , $N$ ' - $W$	Chemical	3
$W$ - $W$ $W$$N$ $W$ $W$	GENE	3
$W$ $W$ $N$$W$ $W$	GENE	3
$W$ $W$ ( $W$ ) - $W$	GENE	3
$N$ , $W$ ( $N$ ) - $W$	Chemical	3
$W$ - $N$ , $N$ - $W$ $W$	Chemical	3
$W$ $N$ - $W$ $W$	Chemical	3
$W$$N$ / $W$ $W$ $W$	GENE	3
$W$ $W$$N$ $W$ - $W$ $W$	GENE	3
$W$ ( $W$ + )	Chemical	3
$W$ - $W$$N$$W$ $W$	GENE	3
$W$ - $W$ $W$ - $W$$N$	GENE	3
$W$ $W$$N$ - $N$ $W$	GENE	3
$N$ - $W$ - $N$ , $N$ - $W$ - $N$ - $W$	Chemical	3
[ ( $N$ ) $W$ ] $W$$N$ - $N$	Chemical	3
$W$ - ( $W$ - $W$ - $W$ )	Chemical	3
$N$$W$$N$ , $N$$W$$N$	GENE	3
$W$ - [ ( $N$ ) $W$ ] $W$	Chemical	3
$W$ $W$ - $W$ $W$ $W$ - $N$	GENE	3
$W$ $W$ - $W$ $W$ - $W$ $W$ $N$ $W$	GENE	3
$N$ , $N$ - $W$ - $N$ - $W$ - $W$	Chemical	3
$N$$W$$N$ $W$ $N$$W$$N$	GENE	3
$W$ ( $N$ + ) - $W$ ( + )	Chemical	3
$W$ ( $N$ + ) - $W$ ( $N$ + )	Chemical	3
$W$ $N$$W$	3
$W$ $W$ - $N$ - $W$ - $W$	Chemical	3
$W$ - $N$ - ( $W$ - $W$ - $W$ ) - $N$ - $W$ $W$	Chemical	3
$W$ $W$ $W$ $W$ ( $W$ ) $N$$W$$N$	GENE	3
$W$ $N$ ( - )	Chemical	3
$W$$N$$W$ ( + )	GENE	3
[ ( $N$ ) $W$ ] $W$ $W$ $W$	Chemical	3
$W$ ( $N$ ) -	Chemical	3
$N$ - $W$$N$	Chemical	3
$N$$W$ - $N$ ' $W$	Chemical	3
() $W$	Chemical	3
$W$ - $W$ - $N$ , $N$ - $W$	Chemical	3
$W$ ( $N$ - $W$ - $N$ - $W$ ) $W$	Chemical	3
$W$ ( $W$$N$ )	Chemical	3
$N$$W$ - $W$ - $N$ - $W$	Chemical	3
$N$ ' , $N$ ' - $W$	Chemical	3
$W$ $W$ $N$ - $W$ $W$	Chemical	3
$W$ - $N$ , $N$ , $N$ ( $N$ ) , $N$ - $W$ - $N$ - $W$	Chemical	3
$N$ - $W$$N$$W$ $W$	3
$N$ - $W$ - $N$ - ( $W$ - $W$ - $W$ ) $W$	Chemical	3
$W$ - $W$ $N$ - $N$	GENE	3
[ ( $N$ ) $W$ ] $W$ - $W$	Chemical	3
$W$$N$ - $W$$N$$W$ $W$	GENE	3
$N$ - $W$ [ $N$ , $N$ - $W$ ] $W$	Chemical	3
$W$$N$ - $W$ - $N$ $W$	GENE	3
$W$ $W$ - [ $W$ ( $N$$W$ - $W$ ) $W$ ( $W$ ) ]	Chemical	3
$W$ - $W$ $W$ / $W$	GENE	3
$W$ ( $N$ . $N$ ) $W$ ( $N$ . $N$ ) - $W$ ( $W$ ) $W$ ( $W$ )	Chemical	3
[ $W$ ] [ $W$ ]	Chemical	3
$W$ , $W$ - $W$ - $W$ - $W$	Chemical	3
$N$ , $N$ ( $W$ ) $N$ $W$ $N$	Chemical	3
$W$ - $N$ - $W$ $W$ $W$	Chemical	3
$N$ , $N$ - $W$ ( $W$ ) $W$	Chemical	3
$W$ $W$ $W$ ( $W$ )	Chemical	3
$W$ - $W$ $W$ - $N$ $W$ $W$	GENE	3
$W$ <$W$$N$> $W$	Chemical	3
$W$ - $W$ ( $W$ ) $W$	Chemical	3
$W$ $W$$N$ . $N$	GENE	3
$W$$N$$W$ $N$ $W$	GENE	3
$N$ - $W$ - $W$ - $N$ ' - $W$ - $N$ ' - $W$	Chemical	3
[ $W$$N$$W$$N$$W$ ] ( ( $N$ - $W$ ) - )	Chemical	3
( - ) - $W$ $W$	Chemical	3
$W$$N$ + $N$	Chemical	3
$W$$N$$W$ ( $W$ )	GENE	3
$W$ - $N$$W$ - $N$ - $N$	GENE	3
$W$ $W$ $W$ $W$ - $W$ $W$ $N$	GENE	3
$W$ - $W$ $N$ - $W$	Chemical	3
$W$ $W$$N$ $N$$W$ $W$	GENE	3
$W$ - $N$ , $N$ , $N$ - $W$ - $N$ , $N$ , $N$ - $W$	Chemical	3
$N$ ' - $W$	GENE	3
$W$ ( + / + )	GENE	3
$N$ - ( $W$ ) $W$ - $N$ ( $N$$W$ ) - $W$	Chemical	3
( $N$ - $W$ ) $W$	Chemical	3
$W$$N$ / $W$$N$ $W$	3
$W$$N$$W$ ( - )	Chemical	3
$N$ - $W$ - [ ( $N$ - $W$ - $N$ - $W$ - $N$ - $W$ ) $W$ ] $W$	Chemical	3
$W$ - ( $N$ - $N$ )	GENE	3
$W$$N$ $W$ $W$	Chemical	3
$W$ - ( $W$ ) - $W$ - $W$ - $W$	Chemical	3
$W$ $N$ ( $W$ ) - $W$	GENE	3
$W$ - $N$ $W$ $W$ - $W$	Chemical	3
$W$ [ $N$ , $N$ - $W$ ] $W$ - $N$ - $W$	Chemical	3
$W$ $N$ , $N$ - $W$	Chemical	3
$W$ ' $W$ $W$	Chemical	3
$W$$N$ * $N$ / * $N$	GENE	3
$N$ - ( $W$ ) - $W$	Chemical	3
$W$ ( $W$ , $W$ - $W$ $W$ )	Chemical	3
$W$$N$ - $W$ $W$	Chemical	3
$N$ - $W$ - $W$$N$$W$	Chemical	3
$N$ - ( $N$ - $W$ ) $W$ $W$	Chemical	3
$W$ - $W$ $W$ $W$ - $W$	Chemical	3
$N$ - $W$ - $N$ - $W$ - $N$ , $N$ - $W$	Chemical	3
$W$ $W$ , $W$	Chemical	3
$N$ $W$ , $N$ $W$ - $W$ - $N$ - $W$ - $N$ - $W$ $W$	Chemical	3
$W$ $W$ $N$ - $N$$W$ $W$	GENE	3
( $N$ - $W$ ) - $W$ - $W$	Chemical	3
$W$ ( $N$ , $N$ ) $W$ ( $N$ )	Chemical	3
$W$ ( $N$ ) , $W$ ( $N$ ) - $W$ ( $N$ - $W$ ) - $N$ - $W$ - $N$$W$ - $W$ [ $W$ , $W$ ] $W$ - $N$ , $N$ - $W$	Chemical	3
$W$ - ( $W$ ) $W$	Chemical	3
$N$ $W$ , $N$ ( $W$ ) ( $N$ ) $W$ ( $N$ )	Chemical	3
$W$ $W$ $W$ - $W$ $W$ - $N$	GENE	3
$W$ - ( - ) - $W$	Chemical	3
( $W$ ) - $N$ - $W$ - $N$ - $W$	Chemical	3
$W$ $N$ , $N$ - $W$	GENE	3
$W$ - $W$ - $W$$N$$W$	Chemical	3
( $W$ ) - $N$ - ( $W$ [ $W$ ] $W$ - $N$ - $W$ ) $W$ - $N$ - $W$ - $N$ - $W$	Chemical	3
$W$ ( $N$ ) - $W$ $W$ $W$	Chemical	3
[ $N$ , $N$ , $N$ ] $W$ [ $N$ , $N$ - $W$ ] $W$	Chemical	3
$W$ - $N$ ( $N$$W$ ) - $W$	Chemical	3
$W$ ( $W$ , $W$ - $W$ - $W$ - $W$ )	Chemical	3
$W$ - $N$	3
$N$$W$ ( + )	Chemical	3
$W$ - $W$ $N$ - ( $N$ - $W$ - $N$ , $N$ - $W$ ) $W$	Chemical	3
$N$ - $W$ - $N$ , $N$ - $W$ - $W$ [ $N$ , $N$ - $W$ ] $W$	Chemical	3
[ $W$ ( $N$ ) $W$ ( $N$ ) ] ( $N$ - )	Chemical	3
$W$ - / - $W$	GENE	3
$N$$W$ ( $N$ ) $W$ ( $N$ + )	Chemical	3
( $W$ ) - $W$ - $W$ - $W$	Chemical	3
$W$$N$ - ( $W$ - $N$ )	Chemical	3
$W$ - $N$ , - $N$ $W$ - $N$	GENE	3
$N$ ' - $W$ / $W$ - $W$	Chemical	3
$W$ [ $N$ ' , $N$ ' : $N$ , $N$ ] $W$ [ $N$ , $N$ - $W$ ] [ $N$ , $N$ , $N$ ] $W$	Chemical	3
$W$ [ $N$ , $N$ - $W$ ] [ $N$ , $N$ , $N$ ] $W$ [ $N$ , $N$ - $W$ ] $W$	Chemical	3
( $N$$W$ ) - ( $N$ - $W$ ) - $N$ , $N$ - $W$	Chemical	3
$W$ ( $N$ , $N$ - $W$ ) $W$	Chemical	3
[ $W$ ( $W$ ) $N$ ] $N$	Chemical	3
$W$ ( $W$ ) $N$$W$ ( $W$ ) $N$ ( * )	Chemical	3
$W$ - [ $N$ - ( $W$ - $W$ ) - $N$ - $W$ - $N$ - $W$ - $N$ - $W$ ] - $W$	Chemical	3
$N$ - $W$ - $N$ - $W$ - $W$ [ $N$ , $N$ - $W$ ] $W$	Chemical	3
$W$$N$ - $W$ - $W$$N$	Chemical	3
$W$$N$ - $W$ ' $W$	GENE	3
$N$ - ( $W$ - $N$ - $W$ ) $W$	Chemical	3
$W$ * - $W$ - $W$	GENE	3
$W$$N$$W$ $N$$W$$N$	GENE	3
$W$ - $N$ , $N$ - $W$ - $W$ - $W$	Chemical	3
$N$$W$ - $W$$N$	Chemical	3
$W$ $N$$W$ *	GENE	3
$W$$N$ $W$ + $W$	GENE	3
$W$$N$ + - $W$	Chemical	3
$W$ $W$ $W$ $W$ ( $W$	GENE	3
$W$ $W$ ( $W$ ) - $W$ $W$ $W$	GENE	2
$W$$N$$W$ - $W$ $W$ $W$	GENE	2
$W$ / $W$ $W$ $W$ $W$ $N$	GENE	2
$W$ - $N$$W$ $W$ $W$	Chemical	2
$W$$N$$W$ $W$ $W$ $W$ $W$	GENE	2
$W$ $W$ $N$ $W$ - $W$ $W$	GENE	2
$W$$N$ , $N$ - $W$ - $W$	GENE	2
$N$ - $W$ - $W$ $W$	GENE	2
$N$$W$ - $W$ - $W$	Chemical	2
$W$$N$ / $N$$W$	GENE	2
$W$ ( $W$ ) - $W$ $W$	GENE	2
$W$ - $W$ $N$	Chemical	2
$W$ $W$ $W$ $W$ $N$ ( $W$ - $N$ ) $W$	GENE	2
$N$ - $W$ - $W$	GENE	2
$N$ - $W$ $W$ $W$ - $W$ $W$	GENE	2
$W$ ( $W$$N$ ) $N$	Chemical	2
$W$ $W$ $W$ ( $W$ ) - $W$ $W$	GENE	2
$W$ $W$ - $W$ $W$ $W$$N$$W$	GENE	2
$W$ - $W$ $W$ - $N$$W$	GENE	2
$W$ / $W$ $W$ $N$	GENE	2
$W$ - $W$ $W$ ( $W$ ) $W$ $W$ - $N$	GENE	2
$N$$W$ ( $W$ , $W$ ) $N$$W$	Chemical	2
$W$ - $W$ $W$ $W$ - $W$ $W$ $W$ $W$	GENE	2
$W$ ( $W$$N$ - ) - $W$	Chemical	2
$W$ $N$ - $W$$N$$W$	GENE	2
$N$ , $N$ - $W$ ( $N$ - $W$ ) - $N$ - $W$	Chemical	2
$W$ - $W$ - $W$ $W$ $W$$N$	GENE	2
$W$ / $W$$N$	GENE	2
$W$ - $W$ $W$ $W$ - $W$ $W$ $W$	GENE	2
$W$ - $W$ - [ $W$ - $W$ $W$ ]	GENE	2
$W$$N$ ( $W$ ) $W$	GENE	2
$W$ $W$$N$ , $W$$N$ $W$ $W$$N$	Chemical	2
$W$ $W$ $W$ , $W$ , $W$ $W$	GENE	2
$W$ $W$ - $W$ $W$ $W$ - $W$$N$	GENE	2
$W$ $W$ $W$ $W$ $W$ - $N$$W$	GENE	2
( $W$ ) $W$	GENE	2
$W$ - $W$ $W$$N$$W$ - $N$	GENE	2
$N$ ' - $W$ - $W$ $W$	Chemical	2
$W$ $W$ - $N$ $W$ $W$ $W$	GENE	2
$W$ $W$ $W$ $W$ $N$ - $N$	GENE	2
$W$ $W$ / $W$ $W$ $W$ $W$	GENE	2
$W$$N$ * $N$	GENE	2
$N$ - $W$ - $W$ $N$ - $W$	Chemical	2
$W$ $W$ $W$$N$ $W$ $W$ $W$	GENE	2
$W$$N$ $W$ / $W$	GENE	2
$W$$N$ , $N$$W$ $W$	GENE	2
( $W$$N$ ) $N$$W$$N$	Chemical	2
$W$$N$$W$ $W$ $W$$N$$W$ $W$	GENE	2
$W$$N$ $W$ - $W$ $W$ $W$ $W$	GENE	2
$W$ / $W$ - $W$	Chemical	2
$W$ $N$$W$$N$ $W$ $W$	GENE	2
$W$ - $W$ . $W$	GENE	2
$W$ - $W$ $W$ $W$ - $N$ $W$ $W$	GENE	2
$W$ "	GENE	2
$W$ / $W$ - $W$ $W$ - $W$	GENE	2
$W$ - $W$ $W$ $W$ - $W$ $W$ $N$	GENE	2
$W$ - [ $N$$W$ ] $W$	Chemical	2
$W$ - $W$ $W$ ( $W$ )	GENE	2
$W$$N$$W$ - $W$ - $N$	GENE	2
$N$ , $N$ , $N$ ' - $W$	Chemical	2
$N$ - $W$ - $W$ $W$ $W$	GENE	2
$W$$N$ - $W$ - $W$	GENE	2
$W$ $W$ - $W$ - $W$ $W$ $W$ $W$	GENE	2
$W$ $W$ ( $W$ ) $W$ $W$	GENE	2
$N$$W$ $W$$N$$W$	GENE	2
$W$$N$$W$$N$ ( $N$ - $N$ )	GENE	2
$W$$N$$W$$N$ . $W$$N$ ( $N$ - $N$ )	GENE	2
$W$ $N$ ' $W$	GENE	2
$W$ - $W$ $W$ - $W$ - $W$ $W$	GENE	2
$W$$N$$W$ $W$ - $W$	GENE	2
$W$ - $W$$N$ - $W$ $W$	GENE	2
$W$ - $W$ $W$$N$$W$ $W$	GENE	2
$W$ - $W$ ( $W$ ) $W$	GENE	2
$W$ $W$ $N$ $W$ $W$ $W$	GENE	2
$W$$N$ $W$ $W$ $W$ - $W$ $W$	GENE	2
$W$ - $W$ $W$ $W$ ( $W$ ) $W$	GENE	2
$W$$N$ - $W$ - $W$ $W$	GENE	2
$N$$W$ $W$ $W$	Chemical	2
$W$ , $W$ , $W$ $W$ $W$	GENE	2
$W$ $N$ ( $W$ ) $W$ $W$	GENE	2
$W$ - $N$$W$ $W$ $W$ $W$	GENE	2
$W$ $W$ $W$$N$$W$$N$ - $W$	GENE	2
$W$ ( $W$$N$$W$$N$$W$ )	GENE	2
$N$ - $W$ - $W$$N$ $W$	Chemical	2
$W$ ( $W$ ) $N$ $W$	GENE	2
$N$$W$ $W$	Chemical	2
$W$ $N$ $N$	Chemical	2
$W$$N$ , $N$ , $N$	GENE	2
$W$ ( $N$ - $N$ ) $W$	GENE	2
$W$ $W$ $W$ $W$ $W$ $W$ $W$ $W$$N$	GENE	2
$W$ - $W$ - $W$$N$ - $N$	GENE	2
$W$ ( $W$ , $W$ )	Chemical	2
$W$ $W$ - $W$ / $W$	GENE	2
$W$$N$ $W$ - $W$ $W$ $W$	GENE	2
$W$$N$ ( $W$$N$$W$ )	GENE	2
$W$ $W$ $W$ $N$ $W$ $N$	GENE	2
$W$$N$ $W$ $W$ $W$$N$	GENE	2
$W$ ( $W$ ) $N$ - $W$	GENE	2
$W$ $W$ ' $W$	GENE	2
$W$$N$ ( $W$ ) $W$ $W$	GENE	2
$W$$N$ + $W$ $W$	GENE	2
$W$ $W$$N$$W$ $W$ $W$ $W$	GENE	2
$W$ $W$ ( $N$ - $N$ )	GENE	2
$W$ - $W$ , $W$ - $W$ $W$	GENE	2
$W$ . $W$	Chemical	2
$W$ ( $N$$W$ )	GENE	2
$W$ - $W$ $W$ $W$$N$ $W$	GENE	2
$W$ - $W$$N$$W$ $W$ $W$	GENE	2
$W$ $W$ $W$ - $W$$N$ $W$	GENE	2
$N$ - $W$ - $W$ $W$$N$ - $W$	Chemical	2
$N$$W$ $W$$N$ $W$	GENE	2
$W$ - $W$ - $W$ $W$ ( $W$ ) $W$	GENE	2
$W$ - $W$ - $W$ - $W$ - $W$ - $W$	Chemical	2
$W$ $W$ - $W$ $W$ $W$$N$	GENE	2
$W$ $W$ $W$ - $N$$W$	GENE	2
$N$ . $N$$W$ - $W$ $W$	GENE	2
$W$$N$ $N$ ' $W$ $W$	GENE	2
$W$ $W$ $W$ $W$ $W$ - $W$ $W$ $W$	GENE	2
$W$ $W$ $W$ $W$ $N$$W$	GENE	2
[ $N$ , $N$ - $N$$W$$N$ ] $W$	Chemical	2
$W$$N$ - $N$ $W$ $W$	GENE	2
$W$$N$ $N$	GENE	2
$W$ $W$ ( $W$ ) ( $W$ ) $W$	GENE	2
$W$ $W$ $W$ $N$	Chemical	2
$W$ $W$ $N$ - $N$	Chemical	2
$W$ $W$$N$ +	GENE	2
$W$$N$ + $N$	GENE	2
$W$ $W$ $W$ ( $W$ ) $W$ $W$ $W$	GENE	2
$W$ - $W$ $W$ $W$ - $W$ $W$ - $N$	GENE	2
$N$$W$$N$$W$ $W$	GENE	2
$W$ / $W$ ( $W$ )	GENE	2
$W$$N$ / $W$	GENE	2
$W$ - $W$ $W$ $W$ ( $W$ )	GENE	2
$W$ $W$ $W$ $W$ $W$ $W$ - $N$	GENE	2
$W$ ( $W$ ) $W$$N$	GENE	2
$W$$N$ - $W$ $N$	GENE	2
$W$ . $W$$N$	GENE	2
$W$ - $N$ , $N$ - $W$ - $W$	Chemical	2
$N$ - ( $N$ - $W$ ) - $N$ - $W$ - $N$ - $W$	Chemical	2
$W$ - .	Chemical	2
$W$$N$$W$ ( $N$ ) $W$	GENE	2
$N$$W$ $W$ $W$ $W$	GENE	2
$W$$N$ . $N$ $W$ $W$	GENE	2
$W$ ( $N$ , $N$ , $N$ ) $W$$N$	Chemical	2
- $N$ $W$	2
$N$ - $W$ - $N$ $W$ - $W$	Chemical	2
$W$ - $W$ - ( $W$ - $W$ - $W$ - $W$ )	Chemical	2
$N$ - $W$ - $W$ - $W$ $W$	Chemical	2
$N$ - $W$ - $W$ - $W$ $W$ $W$	Chemical	2
$N$ - $W$ - $N$ , $N$ - $W$ - $N$ , $N$ - $W$ - $W$	Chemical	2
$W$ - $W$ - $N$ , $N$ - $W$ - $N$ ( $W$ ) - $W$	Chemical	2
$W$$N$ : $N$ $W$ - $N$	GENE	2
$W$ $N$ - $W$ - $W$ - $W$ - $W$ - $N$ ' - $W$ - $W$ - $W$ - $W$	Chemical	2
$N$ - $W$ - $N$ , $N$ - $W$ [ $N$ . $N$ . $N$ . $N$ ( $N$ , $N$ ) . $N$ ( $N$ , $N$ ) ] $W$ - $N$ - $W$ - $N$ , $N$ - $W$ $W$	Chemical	2
$N$ , $N$ ' - $W$ - $W$ ( $N$ - $W$ - $N$ - $W$ $W$ )	Chemical	2
$W$ - $N$ - $W$ - [ $N$ - $W$ - ( $N$ - $W$ - $W$ - $W$ - $W$ - $W$ - $W$ - $W$ ) - $W$ - $W$ ] - $N$ - $W$ - $W$ - $W$	Chemical	2
$W$$N$$W$$N$ $W$ $W$$N$$W$$N$	GENE	2
$W$ - $N$ - $W$ - $W$ - $W$ - $N$ - $W$ - $W$ - $W$	Chemical	2
$W$ - ( $W$ - $W$ - $W$ - $N$ - $W$ - $W$ - $W$ )	Chemical	2
$N$ , $N$ - $W$ - $W$ $W$	Chemical	2
$W$ $W$ $N$ - $W$ $N$	GENE	2
[ ( $N$ ) $W$ ] ( - ) - $W$	Chemical	2
[ ( $N$ ) $W$ ] ( + ) - $W$	Chemical	2
$W$ - ( $W$ ) $W$	GENE	2
$W$$N$ / $W$$N$$W$ $W$	GENE	2
$W$ ( $W$ $W$	GENE	2
$W$ - $W$ - ( $W$ , $W$ ) - $W$	Chemical	2
$W$ - $W$ $W$ ) $W$ $N$	GENE	2
$W$ ( $N$ ) $W$ ( $N$ ) - $W$ ( $N$ ) $W$ ( $N$ )	Chemical	2
$W$$N$$W$ / $N$$W$ ( - / - )	GENE	2
$W$$N$$W$ / $N$$W$	GENE	2
$W$ - $W$ $W$ ( $W$ ) - $N$	GENE	2
$W$ $W$ $W$ $W$ ( $W$ )	GENE	2
$W$ ( - ) $W$	GENE	2
$W$$N$ / $N$	Chemical	2
$W$$N$$W$$N$ $W$ $W$$N$	GENE	2
$W$ $W$ ( $W$ ) $W$	Chemical	2
$W$ - $W$ ( $N$ ) $W$	GENE	2
$N$ ' - $W$ - $W$ - $W$ - $N$ - $W$ - $W$	Chemical	2
$N$ / $N$	GENE	2
$N$ - - $W$	Chemical	2
$N$ , $N$ , $N$ , $N$ , $N$ - $W$ - $N$ , $N$ , $N$ , $N$ - $W$ - $N$ , $N$ , $N$ , $N$ , $N$ - $W$ [ $N$ . $N$ . $N$ . $N$ ( $N$ , $N$ ) . $N$ ( $N$ , $N$ ) ] $W$	Chemical	2
( + ) $N$ - $W$ - $W$	Chemical	2
$N$$W$$N$ , $N$$W$$N$ , $N$$W$$N$	GENE	2
$N$ - $W$ - $N$ , $N$ - $W$ - $N$ ( $N$$W$ ) - $W$	Chemical	2
$W$ / $W$ $N$ $W$	GENE	2
$W$ - $N$ / $W$	GENE	2
( +/- ) - $W$	Chemical	2
$N$ . $N$	GENE	2
$W$ - $N$$W$ ( + )	GENE	2
$W$ - $W$ $W$ ( $W$ ) - $N$ $W$	GENE	2
( $N$ - $W$ - $N$ ) - $N$ , $N$ , $N$ , $N$ - $W$ $W$	Chemical	2
$W$ $N$ , $N$ , $N$ - $W$	Chemical	2
$N$ - ( $W$ ) - $N$ - $W$ $W$	Chemical	2
$W$ $W$ - $W$ $W$ $W$ / $W$	GENE	2
$W$ ( $N$ ) $W$ ( $N$ ) $W$ $W$	GENE	2
$W$ - $W$ - $W$ - $N$	GENE	2
$W$ . $W$ $W$ - $W$ $W$	GENE	2
$W$ ( $W$ ( $N$ ) ) ( $N$ ) . $W$ ( $N$ )	Chemical	2
$W$ ( $W$ - )	Chemical	2
$N$ ' , $N$ ' - $W$ - $W$ - $W$ - $W$	Chemical	2
$N$ - ( $W$ ) - $N$ - $W$	Chemical	2
$N$ $W$ , $N$ - $W$ $W$ ( $N$ )	Chemical	2
$W$ - $W$ - $W$ - $N$ , $N$ - $W$	Chemical	2
( $N$$W$ , $N$$W$ ) - $N$ - ( $W$ - $N$ - $W$ ) $W$ - $N$ - $W$ $W$	Chemical	2
$W$ - $N$ - $W$ - $N$	Chemical	2
$N$ - $W$ - $N$ - $W$ - $W$	Chemical	2
$W$ ( $N$ ) $W$ ( $N$ ) $W$ ( $N$ )	GENE	2
